,year,kind,genre,country,language,rating,vote
6389,77,7,4,0,16,4,2192
6390,61,2,13,9,16,6,22021
6391,83,1,7,9,16,2,23228
6392,84,1,7,10,25,7,7053
6393,54,1,0,9,16,6,5925
6394,86,1,7,8,16,5,3493
6395,73,1,4,9,16,6,52806
6396,82,1,0,9,16,2,508
6397,86,1,6,9,16,6,607
6398,54,1,13,9,16,4,6200
6399,73,1,0,9,16,5,10545
6401,75,1,4,9,16,7,43691
6402,80,1,4,9,16,3,129
6403,67,1,5,9,16,7,90461
6404,81,1,4,8,16,7,290096
6405,67,1,2,6,33,7,1825
6406,60,1,15,9,16,7,253148
6407,86,1,4,9,16,5,137286
6408,70,1,7,9,16,7,67057
6409,66,1,6,9,16,8,61
6410,64,1,4,8,16,7,9703
6411,80,1,13,9,16,5,20396
6413,55,1,7,9,16,6,3254
6414,87,1,6,9,16,6,1030
6415,63,1,4,9,16,6,4952
6416,82,1,7,10,54,6,436
6417,85,7,14,9,16,6,45
6418,77,1,7,9,16,7,118931
6419,55,4,6,8,16,9,23729
6420,69,1,0,4,26,7,14808
6421,78,7,2,6,33,6,24
6422,75,1,0,10,16,4,212
6424,69,1,7,9,16,6,5395
6425,84,1,4,9,16,6,9849
6426,78,1,1,8,16,4,6690
6427,84,1,4,9,16,5,471
6428,86,0,5,8,16,7,259
6429,85,1,7,9,16,5,303
6430,85,1,0,9,16,4,30766
6431,85,0,6,7,41,8,8
6432,81,1,4,2,16,6,6899
6433,83,1,7,0,16,5,1189
6434,86,7,14,9,16,8,71
6435,69,2,7,0,16,8,9037
6436,73,1,4,9,16,6,76279
6437,85,1,6,0,16,7,600
6438,83,1,5,9,16,7,538594
6439,77,1,13,0,16,4,788
6440,75,0,4,9,16,8,723
6441,86,1,0,2,16,6,191817
6442,62,1,4,9,16,6,3408
6443,50,1,5,9,16,6,3533
6444,58,1,13,9,16,5,7011
6445,86,1,3,0,16,7,51702
6446,82,1,7,9,16,4,965
6447,82,7,13,9,16,3,676
6448,84,7,6,9,16,7,896
6449,78,1,0,9,16,7,549098
6450,76,1,3,9,16,6,5048
6451,84,3,26,2,16,6,679
6452,70,1,7,9,16,5,3709
6453,21,1,4,9,16,8,111289
6454,82,1,4,10,16,7,15947
6455,68,1,4,9,16,5,6857
6456,86,7,6,9,16,6,39
6457,83,0,6,9,16,7,120
6458,74,1,4,10,16,7,93828
6459,80,4,6,9,16,8,18
6460,55,1,9,9,16,6,2150
6461,83,3,0,2,16,4,564
6462,71,3,0,9,16,4,435
6463,62,1,7,9,16,6,1531
6464,86,3,6,9,16,5,234
6466,54,1,4,5,32,7,12379
6467,86,4,2,6,33,7,705
6468,86,7,14,9,16,8,24
6469,44,1,13,9,16,4,6673
6470,86,1,0,9,16,6,73476
6471,81,1,0,9,16,5,9553
6472,75,1,7,9,16,6,126837
6473,81,2,2,6,33,5,99
6474,49,4,5,9,16,7,2534
6475,48,1,0,9,16,6,6293
6476,85,7,14,9,16,8,203
6477,80,1,2,9,16,7,124316
6478,84,1,4,9,16,5,2507
6479,87,1,1,8,16,7,210600
6480,86,1,7,4,26,7,4291
6481,82,7,6,9,16,8,113
6482,55,1,4,9,16,6,617
6483,83,1,7,9,16,5,2929
6484,76,1,9,9,16,6,54165
6485,81,7,6,9,16,2,197
6486,35,1,13,9,16,6,7426
6487,82,1,0,10,35,7,28275
6488,70,1,13,9,16,5,52477
6489,86,1,0,9,16,4,832
6490,63,1,13,10,16,6,5973
6491,80,1,4,9,16,6,12539
6492,83,1,4,9,16,5,39863
6493,83,4,2,6,33,7,308
6494,86,1,7,9,16,5,680
6495,79,1,4,9,16,6,33588
6496,87,7,6,9,16,8,309
6497,86,1,4,0,16,6,1036
6498,82,7,6,9,16,7,33
6499,83,4,2,6,16,7,100
6500,10,1,0,9,16,7,13991
6501,83,1,4,9,16,4,470
6502,84,3,7,9,16,5,177
6503,76,3,7,9,16,6,362
6504,81,3,6,9,16,7,194
6505,77,1,0,8,16,5,2218
6506,77,1,0,9,16,6,89393
6507,64,1,6,9,16,7,4060
6508,50,1,0,6,33,7,2771
6509,84,3,5,9,16,5,1354
6510,86,4,7,9,16,6,1040
6511,86,1,0,9,16,6,428809
6512,82,0,6,9,16,7,143
6513,85,3,6,3,7,7,178
6514,75,1,4,9,16,7,173840
6515,80,7,17,9,16,7,20
6516,82,1,6,8,16,7,5810
6517,78,2,2,6,33,6,1789
6518,43,1,7,5,32,8,5189
6519,42,1,4,9,16,7,9800
6520,38,1,2,9,16,6,862
6521,83,4,2,6,33,7,1278
6522,79,0,4,7,41,6,7
6523,57,1,0,9,16,6,1277
6524,84,1,4,9,16,5,4713
6525,73,1,0,9,16,5,5083
6526,83,1,2,9,16,6,34138
6528,84,7,6,9,16,6,36
6529,82,1,4,10,54,6,158
6530,60,1,4,9,16,6,1843
6531,80,0,5,8,16,7,92
6532,84,4,4,6,33,7,1422
6533,83,1,4,2,16,6,253871
6534,82,1,0,9,16,5,56727
6535,84,1,6,1,16,7,885
6536,24,1,7,9,16,7,23715
6537,83,1,0,9,16,5,8603
6538,60,1,7,10,55,8,31112
6539,55,1,4,9,16,3,385
6540,39,1,4,9,16,5,2007
6541,81,1,19,10,11,7,7717
6542,83,1,0,8,16,6,3492
6543,70,1,4,9,16,5,25707
6544,78,4,4,8,16,7,1466
6545,76,1,7,4,26,6,6245
6546,85,1,0,6,33,5,1458
6547,20,1,0,10,48,7,11001
6548,67,1,5,9,16,6,2329
6549,52,1,7,9,16,6,2491
6550,83,1,6,9,16,6,275
6551,72,1,7,9,16,6,15497
6552,79,1,16,1,16,7,136210
6553,73,1,6,9,16,6,261
6554,82,1,7,2,16,5,21287
6556,85,7,17,9,16,3,73
6557,23,1,7,9,16,7,6728
6558,54,1,1,9,16,6,963
6559,79,1,7,9,16,4,386
6560,80,3,0,9,16,7,7768
6561,71,0,4,9,16,7,511
6563,71,1,7,9,16,4,11822
6565,59,1,5,1,16,6,487
6566,85,7,2,9,16,6,2510
6567,78,1,5,9,16,6,7156
6568,46,1,4,9,16,6,8251
6569,65,7,2,8,16,7,84
6570,76,4,2,9,16,7,287
6571,75,0,7,7,41,8,8
6572,65,1,4,1,20,7,8638
6573,80,3,6,9,16,7,64
6574,66,1,0,9,16,5,14587
6575,37,1,5,1,20,8,63838
6576,46,1,4,9,16,6,3926
6577,84,1,4,10,48,5,79
6578,78,1,4,9,16,7,2164
6579,60,1,6,9,16,8,1326
6580,83,2,0,9,16,9,398551
6581,61,1,0,3,7,6,80
6582,72,1,4,9,16,6,4506
6583,85,3,0,2,16,3,976
6584,35,1,4,9,16,7,9276
6585,52,1,7,10,16,5,422
6586,83,1,7,10,54,5,244
6587,34,1,7,5,32,8,24590
6588,61,1,5,9,16,7,10631
6589,78,7,6,8,16,8,2102
6590,82,1,0,10,16,3,1537
6591,72,1,0,9,16,6,61284
6592,72,0,4,8,16,8,41
6593,44,1,4,9,16,6,2483
6594,67,1,14,8,16,9,40
6595,86,1,7,9,16,6,4189
6596,86,1,6,0,16,7,1006
6597,75,1,5,9,16,7,21314
6598,81,1,4,9,16,6,3408
6599,82,7,6,0,16,7,104
6600,87,7,6,9,16,8,121
6601,40,1,7,9,16,5,211
6602,53,1,4,9,16,6,2526
6603,83,1,4,10,29,6,674
6604,68,1,0,9,16,5,32980
6605,48,4,0,7,41,7,3403
6606,25,1,4,9,16,6,1224
6607,81,2,2,6,33,8,14008
6608,55,1,7,8,16,7,52495
6609,65,1,1,9,16,7,7974
6610,76,1,0,8,16,4,20585
6611,83,1,7,10,54,6,2063
6612,57,4,26,9,16,7,145
6613,81,1,0,9,16,7,165780
6614,81,1,5,9,16,4,193
6615,73,1,4,9,16,7,65680
6616,82,1,7,6,33,6,7777
6617,85,1,4,9,16,6,94465
6618,85,1,17,9,41,7,59
6619,83,7,0,9,16,3,992
6620,81,7,0,9,16,6,146
6621,27,1,5,9,16,7,4731
6622,86,2,6,8,16,8,223
6623,79,1,7,4,26,7,14297
6624,75,1,0,3,7,6,3285
6625,78,1,4,2,22,5,2995
6626,24,1,4,9,16,8,33657
6627,83,1,3,8,16,7,17805
6628,68,1,13,9,16,6,41509
6629,87,7,6,9,16,8,121
6630,73,1,0,9,16,5,6782
6631,64,1,13,9,16,8,390599
6632,56,1,7,9,16,8,23682
6633,80,3,0,0,16,4,4034
6634,84,1,0,9,16,2,1095
6635,62,1,14,10,16,4,2187
6636,61,1,5,8,16,6,5443
6637,77,1,4,9,16,6,28332
6638,55,4,4,9,16,6,810
6639,78,1,4,9,16,5,11638
6640,80,1,0,9,16,6,35393
6641,71,1,4,6,16,7,27036
6642,86,3,7,9,16,4,299
6643,86,1,0,3,7,5,2349
6644,81,1,3,9,16,7,165876
6645,69,1,6,9,16,7,629
6646,75,1,4,9,16,6,4064
6647,86,7,6,9,16,8,77
6648,79,1,3,9,16,7,74037
6649,80,1,2,6,33,6,263
6650,72,1,7,9,16,6,7633
6651,69,1,4,9,16,5,3355
6652,75,1,0,3,7,6,3472
6653,70,1,14,8,16,8,68
6654,72,1,4,9,16,7,128465
6655,81,1,4,9,16,6,206969
6656,82,1,5,9,16,7,201519
6657,82,3,6,9,16,7,164
6658,71,3,0,9,16,5,2624
6659,75,2,2,6,33,7,441
6660,84,1,4,9,16,5,756
6661,74,1,2,6,33,7,6719
6662,84,7,6,9,16,8,124
6663,14,1,7,9,16,6,352
6664,86,7,2,9,16,6,2989
6665,82,1,6,9,16,7,6728
6666,57,1,7,9,16,6,837
6667,83,1,0,9,16,4,109
6668,86,1,4,9,16,6,202678
6669,84,1,5,10,16,6,6538
6670,84,1,4,4,16,5,133
6671,86,3,1,9,16,2,2684
6672,84,7,13,0,16,2,1857
6673,66,1,5,9,16,5,1672
6674,81,1,4,9,16,7,69933
6675,85,1,0,0,16,7,8475
6676,85,7,14,9,16,8,680
6677,77,1,6,10,54,7,723
6678,77,1,7,9,16,7,109025
6679,67,1,4,9,16,6,49900
6680,71,1,2,6,33,6,6732
6681,80,1,4,9,16,8,765446
6682,77,7,14,9,16,8,2243
6683,83,1,4,10,16,5,977
6684,63,1,2,9,16,7,88359
6685,80,1,4,8,16,6,7529
6686,79,1,5,10,54,7,1648
6687,74,1,4,9,16,3,436
6688,86,7,6,9,16,7,26
6689,80,1,5,9,16,6,82309
6690,51,1,4,1,20,5,384
6691,77,1,0,9,16,6,26026
6692,65,1,0,1,16,5,67789
6693,77,1,7,9,16,6,27607
6694,68,1,4,9,16,6,27036
6695,84,1,0,0,16,5,603
6696,71,1,7,1,16,7,13174
6697,82,1,7,9,16,6,236
6698,87,1,4,9,16,5,23452
6699,83,1,5,9,16,7,106685
6700,80,7,14,9,16,8,646
6701,74,3,6,8,16,7,148
6702,84,7,4,9,16,4,2520
6703,75,1,0,9,16,6,26557
6704,8,1,1,9,16,7,1835
6705,84,1,5,9,16,4,688
6706,52,1,1,9,16,6,8475
6707,74,7,6,9,16,7,54
6708,73,1,4,9,16,5,1612
6709,83,2,7,0,16,7,1506
6710,62,1,13,9,16,6,127828
6711,80,1,0,9,16,4,3918
6712,85,1,4,4,26,7,2017
6713,79,1,6,9,16,7,34
6714,81,4,2,7,41,6,177
6715,58,1,0,10,16,4,94
6716,84,1,5,9,16,7,258256
6717,78,1,0,9,16,6,122573
6718,75,1,0,9,16,6,87508
6719,83,1,7,9,16,6,42229
6720,24,1,7,9,16,8,22279
6721,83,0,2,7,41,8,15
6722,82,1,7,9,16,6,10889
6723,82,1,0,4,26,5,1846
6724,83,1,0,9,16,5,9086
6725,85,7,4,9,16,4,1224
6726,83,1,0,9,16,5,5661
6727,86,3,7,9,16,7,3322
6728,77,1,2,10,16,5,4855
6729,7,1,5,2,41,7,1174
6730,39,1,0,4,26,8,8993
6731,86,1,6,9,16,8,396
6732,66,1,4,9,16,6,4319
6733,84,3,7,0,16,5,707
6734,83,1,4,9,16,6,6641
6735,45,1,4,8,16,6,1624
6736,84,1,24,0,16,4,615
6737,51,1,1,9,16,7,105432
6738,83,1,3,8,16,5,652
6739,76,4,2,6,33,7,865
6740,56,1,4,10,16,8,3796
6741,67,1,3,8,16,6,2582
6742,79,1,0,10,16,6,8559
6743,81,4,2,9,16,8,220431
6744,12,1,5,8,16,6,6111
6745,79,1,6,9,16,7,140
6746,83,1,4,10,54,5,320
6747,27,1,4,9,16,7,3813
6748,76,1,4,1,20,6,1882
6749,83,1,7,8,16,7,5769
6750,83,1,0,0,16,3,662
6751,85,1,7,5,32,7,10994
6752,85,1,7,9,16,6,1519
6753,80,1,5,10,16,6,10447
6754,74,1,7,10,16,6,1969
6755,82,1,4,2,16,6,3519
6756,62,1,13,5,32,5,5047
6757,86,7,6,9,16,6,258
6758,86,1,7,5,32,6,153
6759,86,0,5,8,16,7,274
6760,83,3,4,9,16,5,121
6761,61,1,4,9,16,4,1839
6762,67,1,6,9,16,8,2152
6763,81,1,4,9,16,4,347
6764,79,1,0,9,16,6,28819
6765,74,1,7,8,16,7,30602
6766,78,1,0,9,16,6,52411
6767,86,1,6,9,16,6,1019
6768,83,1,2,6,33,7,2472
6769,80,1,0,9,16,6,170474
6770,83,1,5,6,33,6,19585
6771,71,1,3,9,16,7,102009
6772,77,7,0,9,16,4,408
6773,76,1,0,3,7,6,5537
6774,86,1,7,2,22,7,52748
6775,79,1,3,9,16,6,27387
6776,79,1,4,9,16,6,4070
6777,82,1,0,10,16,4,6846
6778,51,4,1,9,16,7,1660
6779,82,1,0,9,16,5,31732
6780,35,1,1,9,16,5,1351
6781,79,3,4,9,16,7,25
6782,81,0,4,9,16,6,636
6783,83,1,5,6,33,7,8471
6784,62,1,13,5,32,5,5731
6785,79,7,2,9,16,5,6
6786,83,1,20,0,16,5,2543
6787,85,1,7,9,16,6,79587
6788,85,7,2,9,16,6,125
6789,82,1,5,8,16,5,1745
6790,69,7,6,9,16,8,96
6791,81,7,8,9,20,5,5424
6792,82,7,14,9,16,7,52
6793,85,4,2,6,16,6,529
6794,87,7,13,9,16,3,452
6795,33,1,4,9,16,6,5167
6796,81,4,5,8,16,7,2071
6797,83,7,6,9,16,8,27
6798,78,1,4,9,16,6,38543
6799,82,7,14,0,16,7,77
6800,55,1,0,9,16,6,996
6801,84,1,4,9,16,6,106869
6803,83,1,0,4,26,6,8367
6804,75,1,7,0,16,6,595
6805,85,4,2,6,16,6,128
6806,70,4,6,9,16,8,1769
6807,83,1,0,9,16,5,1276
6808,76,1,1,9,16,6,9368
6809,47,1,4,9,16,5,1715
6810,83,3,6,9,16,6,319
6811,75,4,2,7,16,7,420
6812,67,1,13,9,16,7,66084
6813,81,1,7,9,16,6,578
6814,56,1,4,9,16,7,13215
6815,86,1,0,4,26,7,22335
6816,84,1,0,9,16,3,263
6817,64,1,0,3,7,6,3759
6818,69,3,4,9,16,9,23
6819,70,1,1,9,16,2,3889
6820,54,1,7,10,22,7,9196
6821,63,1,13,9,16,6,10486
6822,82,1,7,9,16,4,290
6823,84,7,14,9,16,6,31
6824,70,1,7,9,16,6,298
6825,83,4,18,9,16,8,19
6826,78,1,2,9,16,5,5846
6827,82,4,4,9,16,5,28
6828,87,0,2,9,16,7,362
6829,69,1,4,9,16,5,10741
6830,81,7,18,9,16,5,333
6831,78,1,4,10,16,6,1941
6832,84,3,3,9,16,7,169
6833,81,1,7,4,26,6,5232
6834,63,1,1,8,16,7,59515
6835,58,1,4,9,16,6,6883
6836,86,1,2,6,33,7,13436
6838,80,0,6,9,16,7,337
6839,82,3,7,9,16,6,331
6840,56,1,7,9,16,6,3200
6841,86,1,20,9,16,4,343
6842,62,0,7,8,16,7,355
6843,84,1,2,6,33,6,27
6844,76,1,7,1,20,7,5555
6845,86,3,7,0,22,5,622
6846,73,1,13,9,16,5,820
6847,75,1,7,8,16,7,39854
6848,80,3,6,9,16,8,27
6849,43,1,13,9,16,6,3038
6850,69,1,9,9,16,6,23932
6851,16,1,7,9,16,7,7063
6852,78,1,4,4,57,7,407
6853,87,1,5,1,16,6,32011
6854,81,7,6,8,16,6,105
6855,85,2,2,6,33,6,567
6856,76,2,26,0,16,7,650
6857,77,1,1,9,16,7,93473
6858,53,1,5,9,16,6,31
6859,82,1,7,0,16,5,183
6860,66,1,3,8,16,7,53691
6862,69,1,4,0,16,6,1454
6863,76,0,1,7,41,6,7
6864,78,1,7,9,16,7,5136
6865,29,1,5,9,16,6,10813
6866,79,1,4,9,16,4,1462
6867,84,3,7,9,16,6,279
6868,69,1,0,9,16,6,146175
6869,81,1,0,9,16,7,84077
6870,77,1,6,8,16,8,1145
6871,28,1,5,9,16,6,5803
6872,80,1,4,9,16,6,13882
6873,78,1,4,9,16,5,282
6874,82,7,6,9,16,6,12
6875,85,1,4,9,16,6,40544
6876,86,7,5,9,16,1,282
6877,73,3,3,8,16,7,111
6878,56,2,7,8,16,8,453
6879,83,7,8,9,16,7,26
6881,70,1,0,3,7,6,358
6882,82,7,6,9,16,8,114
6883,55,1,0,9,16,6,1304
6884,36,1,0,9,16,6,3657
6885,79,7,0,9,16,1,4239
6886,70,1,2,9,16,7,83763
6887,59,1,7,9,16,7,191830
6888,76,1,5,8,16,7,22318
6889,81,1,4,8,16,6,349
6890,71,1,4,9,16,1,13159
6891,59,1,7,10,13,5,317
6893,36,4,1,9,16,6,3137
6894,83,1,7,10,35,7,5775
6895,85,1,0,9,16,5,43969
6896,81,1,4,6,33,6,3485
6897,84,1,4,9,16,6,7324
6898,53,2,3,8,16,8,1675
6899,59,1,4,9,16,7,5203
6900,31,1,7,8,16,7,1128
6901,85,7,2,9,16,6,5242
6902,56,1,4,9,16,7,2076
6903,64,1,5,9,16,6,7565
6904,32,1,19,9,16,7,15312
6905,63,1,4,9,16,5,812
6906,75,4,0,9,16,8,56687
6907,83,7,7,8,16,4,341
6908,41,4,7,9,41,9,75773
6909,79,1,0,9,16,6,56148
6910,85,7,14,9,16,8,60
6911,84,3,2,9,16,6,98
6912,77,1,4,9,16,7,33134
6913,79,1,4,9,16,6,1474
6914,78,0,5,8,16,7,1615
6915,84,1,7,1,16,7,5457
6916,76,1,7,9,16,5,3828
6917,85,1,1,8,16,7,7551
6918,85,7,15,9,16,7,35
6919,69,1,4,0,16,5,4326
6920,45,1,4,9,16,5,3249
6921,77,1,3,9,16,5,2987
6922,37,1,26,9,16,6,2425
6923,80,7,2,6,33,5,2302
6924,82,4,0,6,16,7,858
6925,81,1,6,9,16,7,5508
6926,80,1,4,9,16,6,25575
6927,64,1,13,9,16,5,12934
6928,86,7,6,9,16,4,3681
6929,65,3,6,9,16,8,2851
6930,84,3,4,9,16,6,725
6931,32,1,3,9,16,6,4622
6932,70,1,4,9,16,7,207753
6933,78,1,7,10,39,6,1838
6934,66,1,3,9,16,8,382061
6935,76,1,1,9,16,5,8495
6936,78,4,6,9,16,7,407
6937,39,1,4,1,20,4,111
6938,41,1,4,8,16,7,3770
6939,86,1,0,9,16,4,1481
6940,85,1,4,9,16,4,63860
6941,64,1,0,9,16,6,3277
6942,27,1,0,9,16,7,4568
6943,86,5,2,8,16,7,119
6944,69,1,6,9,41,7,879
6945,68,7,6,9,41,8,15
6946,81,1,7,6,33,7,19720
6947,82,4,2,9,16,7,23785
6948,86,1,0,9,16,5,8731
6949,64,1,20,9,16,4,477
6950,51,1,0,9,16,6,2033
6951,78,1,1,8,16,5,7361
6952,82,1,7,8,16,6,2263
6953,70,1,4,3,7,6,432
6954,81,1,4,9,16,6,76
6955,77,1,6,0,16,6,143
6956,39,1,7,10,55,8,102025
6957,85,1,7,10,16,7,24665
6958,85,1,4,9,16,7,127218
6959,55,1,13,5,32,4,805
6960,87,1,7,9,16,4,9486
6961,70,1,4,9,16,6,15833
6962,87,7,4,8,16,3,276
6963,59,1,0,9,16,5,972
6964,57,1,4,9,16,7,2243
6965,68,1,13,9,16,5,13936
6966,79,1,4,9,16,7,3492
6967,79,1,7,9,16,6,2259
6968,75,1,0,3,7,7,15965
6969,81,1,6,9,16,7,602
6970,26,1,7,9,16,8,44752
6971,81,1,5,9,16,6,37609
6972,40,1,7,9,16,7,7275
6973,82,1,7,9,16,7,1682
6974,64,1,4,9,16,5,3152
6975,25,1,4,9,16,8,68414
6976,82,7,4,9,16,7,11
6977,46,1,1,6,33,6,8453
6978,58,1,4,1,20,7,5681
6979,81,1,4,9,16,5,33369
6980,44,4,5,9,16,8,4262
6981,84,1,7,9,16,6,70088
6982,80,1,0,8,16,7,177472
6983,82,2,5,9,16,8,4772
6984,80,1,0,9,16,6,175245
6985,85,1,4,9,16,5,8432
6986,76,0,0,7,41,7,148
6987,86,3,0,9,16,4,875
6988,75,0,6,9,16,7,99
6989,53,1,4,5,32,7,10425
6990,78,1,4,10,16,7,5891
6991,75,1,0,1,16,6,6074
6992,83,1,1,9,16,5,32418
6993,71,1,4,10,0,6,16487
6994,78,1,4,10,42,6,1217
6995,83,1,0,9,16,4,683
6996,86,1,6,9,16,7,88
6997,79,1,5,9,16,5,3184
6998,63,1,13,1,20,6,1058
6999,87,4,12,9,16,7,128
7000,83,1,0,6,33,5,2983
7001,60,1,2,8,16,7,35145
7002,80,1,7,9,16,5,470
7003,84,1,7,9,16,5,30850
7004,82,1,3,9,16,7,204643
7005,83,1,7,3,7,5,100
7006,43,1,7,9,16,8,7895
7007,86,1,6,9,16,6,622
7008,77,1,4,9,16,5,1056
7009,77,7,4,9,16,5,7603
7010,86,1,4,9,16,4,1584
7011,84,3,4,9,16,5,13759
7012,54,4,2,9,16,6,2206
7013,48,1,3,8,16,7,33198
7014,70,1,4,9,16,4,6301
7015,83,1,5,4,26,7,2546
7016,82,1,5,1,20,6,1625
7018,78,1,4,5,32,6,1305
7019,85,7,13,9,16,4,4112
7020,19,1,4,9,16,7,18797
7021,22,1,15,9,16,7,2322
7022,87,3,6,9,16,6,10
7023,29,1,2,9,16,7,3594
7024,83,1,0,9,16,6,66691
7025,78,1,7,9,16,6,14090
7026,84,7,0,9,16,4,193
7027,80,7,14,9,16,8,55
7028,82,3,6,9,16,8,177
7029,26,1,7,9,16,7,2135
7030,51,1,4,9,16,5,613
7031,70,1,0,9,16,6,14957
7032,84,7,4,9,16,5,2300
7033,83,1,4,1,20,6,1761
7034,69,1,2,9,16,7,24704
7035,71,0,5,7,41,6,7
7036,63,1,2,0,16,6,33379
7037,58,1,0,9,16,7,47083
7038,86,1,4,3,7,5,73
7039,83,1,3,10,39,7,748
7040,85,1,4,9,16,7,4411
7041,86,1,6,9,51,6,1113
7042,66,1,0,9,16,6,27550
7043,79,1,5,9,16,5,1668
7044,79,1,13,9,16,6,48227
7045,46,1,4,9,16,6,4974
7046,70,2,7,9,16,8,2624
7047,65,1,13,5,32,6,2083
7048,85,1,4,9,16,4,4095
7049,82,1,19,9,16,3,179
7050,81,1,19,4,26,5,310
7051,67,1,4,1,20,6,1871
7052,49,1,4,9,16,7,4469
7053,49,1,4,9,16,8,262646
7054,74,1,6,9,41,7,492
7055,75,1,0,9,16,5,1260
7056,78,1,7,1,20,6,497
7057,85,1,6,9,16,6,331
7058,74,1,7,9,16,6,9615
7059,66,1,4,10,54,7,9274
7060,69,1,0,3,7,7,9380
7061,79,1,6,9,16,7,166
7062,80,1,0,9,16,4,424
7063,76,1,7,4,26,5,1199
7064,85,7,6,9,16,8,186
7065,80,1,0,9,16,6,8075
7066,78,1,4,6,16,7,5552
7067,39,1,0,9,16,5,1517
7068,84,4,18,9,16,6,24
7069,41,4,26,7,41,7,8570
7070,78,1,2,9,16,6,188815
7071,64,1,13,0,16,4,1291
7072,75,4,5,9,16,8,12130
7073,65,1,0,9,16,6,9668
7074,83,1,4,10,54,6,263
7075,87,7,13,9,16,2,402
7076,82,1,4,9,16,6,60872
7077,71,1,1,9,16,7,124635
7078,54,2,5,8,16,8,277
7079,82,1,3,9,16,7,27651
7080,73,1,0,9,16,7,97220
7081,84,1,0,8,16,7,132989
7082,77,7,0,9,16,5,5194
7083,69,1,4,8,16,5,400
7084,73,1,7,9,16,4,3660
7085,84,7,13,9,16,4,589
7086,78,1,0,9,16,5,21404
7087,48,1,20,9,16,7,18900
7088,81,3,0,0,16,5,664
7089,83,1,4,9,16,6,30273
7090,83,1,4,9,16,6,17192
7091,84,1,7,9,16,6,951
7092,80,1,0,4,26,8,14385
7093,86,7,13,9,16,3,335
7094,79,1,2,9,16,7,215596
7095,24,1,3,9,16,7,14926
7096,53,3,3,9,16,7,7606
7097,81,1,6,9,16,6,162
7098,58,2,5,9,16,7,3491
7099,40,1,0,9,16,7,12736
7100,51,1,7,9,16,4,50
7101,85,3,2,6,33,6,190
7102,83,7,6,9,16,8,395
7103,69,3,1,8,16,8,3853
7104,67,1,0,9,16,5,9415
7105,64,3,0,8,16,7,4551
7106,85,1,4,9,16,6,869
7107,79,1,3,8,16,6,16649
7108,84,7,6,10,16,6,59
7109,63,1,4,9,16,5,5108
7110,66,1,7,9,16,6,2452
7111,87,1,4,8,16,6,5535
7112,36,1,5,9,16,8,148329
7113,80,1,5,1,20,6,2161
7114,83,3,8,0,41,8,623
7115,86,1,7,4,26,6,9949
7116,66,1,7,1,20,6,1235
7117,83,1,7,10,54,7,36079
7118,84,3,4,0,16,5,314
7119,85,1,0,4,26,7,16536
7120,31,1,5,9,16,7,8110
7121,83,1,4,9,16,5,288
7122,66,1,0,9,16,7,208183
7123,84,1,4,9,16,4,455
7124,84,3,3,9,16,6,395
7125,79,1,4,9,16,6,655
7126,87,7,14,9,16,8,136
7127,65,1,7,9,16,7,5985
7128,63,1,7,9,16,6,1172
7129,71,1,0,9,16,6,101026
7130,72,1,7,9,16,5,2327
7131,61,1,0,10,39,5,167
7132,65,2,7,8,16,7,86
7133,8,1,2,2,41,7,5878
7134,85,2,0,9,16,8,71786
7135,78,1,4,9,16,5,1353
7136,71,3,7,9,16,4,381
7137,66,1,0,3,16,5,15608
7138,66,1,1,9,16,4,1922
7139,85,7,0,9,16,7,37
7140,60,1,7,9,16,5,4932
7141,83,1,4,9,16,6,56286
7142,84,1,4,9,16,5,1200
7143,83,1,13,9,16,2,258
7144,81,3,3,9,16,7,3521
7145,84,3,6,9,16,7,42
7146,86,1,7,9,16,5,1367
7147,83,1,4,9,16,6,25566
7148,79,1,7,8,16,6,7300
7149,86,1,0,10,16,4,463
7150,86,4,2,6,33,6,29
7151,37,1,26,9,16,7,10297
7152,43,1,7,9,16,8,7895
7153,44,4,4,7,41,7,8806
7154,87,1,4,9,16,6,11104
7155,84,1,4,4,26,5,2161
7156,70,1,4,9,16,6,1799
7157,64,1,4,9,16,7,12899
7158,70,1,6,8,16,8,90
7159,22,1,2,9,16,7,91810
7160,80,1,4,10,50,8,10547
7161,78,1,7,0,16,6,3730
7162,32,1,5,9,16,7,1944
7163,86,7,6,9,16,8,120
7164,86,3,7,9,16,6,2426
7165,59,3,2,9,16,6,13389
7166,71,1,4,9,16,7,85927
7167,69,1,0,9,16,6,5217
7168,85,1,4,10,35,7,8056
7169,48,1,13,8,16,6,4743
7170,71,1,5,9,16,7,35648
7171,83,1,7,9,16,4,295
7172,80,1,4,1,20,6,4914
7173,80,3,7,9,16,7,2028
7174,85,1,13,10,35,5,3072
7175,80,4,2,6,16,6,201
7176,82,1,7,10,8,6,1470
7177,67,1,7,10,16,4,891
7178,86,1,4,9,16,6,176995
7179,73,3,3,8,16,7,111
7180,68,1,13,6,33,4,1023
7181,84,7,6,10,16,7,29
7182,77,1,7,0,16,4,123
7183,79,3,2,6,33,6,2240
7184,60,1,1,9,16,5,3022
7185,86,3,5,8,16,6,2588
7186,87,1,0,0,16,2,45019
7187,79,1,7,8,16,7,4310
7188,84,2,13,9,16,4,2827
7189,85,1,4,2,16,5,601
7190,52,4,4,7,41,6,3722
7191,80,0,4,9,16,6,713
7192,81,1,6,9,16,7,140
7193,77,1,1,9,16,5,10451
